tsne_dimension_1,tsne_dimension_2
-48.06085,-99.62741
-107.583145,-30.273083
10.473258,10.800184
-96.053314,49.667328
-119.55871,-11.067743
-37.200203,-100.846985
54.91615,61.0555
24.395287,-1.2899067
-90.73007,-10.972694
-143.65826,-50.02586
-20.14442,76.77053
-59.722477,13.609659
-56.050858,1.688803
-5.011959,-47.440105
-1.2287977,-79.779724
-149.44331,-3.1556103
-56.140003,-62.092346
-59.02162,97.08442
-26.38196,67.27614
-20.241793,-47.919468
102.16981,-25.254847
-48.86886,-25.59428
36.45823,36.168114
115.24609,-46.04161
25.254215,77.07193
40.919716,49.643234
42.897556,-14.308889
-43.03158,13.467826
61.850807,0.6620223
118.105286,-31.7269
-101.7815,-26.814491
-76.7318,-43.01317
26.290148,-135.81242
-82.29143,-74.37052
-77.23345,-25.259789
-103.53527,-27.761831
-23.356218,-96.36617
-11.424372,-72.579704
-93.34808,-110.37485
57.57055,-11.7957735
-150.78067,36.8105
-110.02478,-16.731144
-10.115868,54.71408
37.275993,-72.68352
-10.005463,12.8678
-9.815506,-58.449165
14.281197,-117.226456
11.994839,-31.83523
-104.29998,-7.8030334
81.28157,37.308556
-83.1305,-32.81546
-40.257927,-17.741402
-136.00856,72.04219
61.782967,49.46979
-1.7586492,88.25006
-10.005463,12.8678
-110.02478,-16.731144
-37.200203,-100.846985
53.214252,141.38284
56.21683,30.443962
-59.160645,96.78158
9.347389,134.86185
-47.227245,-79.04882
-43.03158,13.467826
57.11617,20.842281
-21.653847,-11.021172
-104.29998,-7.8030334
99.29165,-77.52079
-83.1305,-32.81546
-82.27644,117.67113
-37.200203,-100.846985
-108.12066,-27.38471
-149.44331,-3.1556103
64.50493,29.494623
28.971228,-35.64927
-47.227245,-79.04882
-15.209218,57.113316
-149.44331,-3.1556103
-53.8136,-27.949732
-149.44331,-3.1556103
27.784067,-36.643497
-104.16689,65.18456
-93.59074,32.670803
-90.73007,-10.972694
-11.746918,57.040703
62.272915,66.61643
-56.140003,-62.092346
-35.9591,-53.09916
-48.84131,53.74168
57.341866,20.73045
-105.470375,43.797153
8.554978,-97.41177
-150.78067,36.8105
-116.08581,-25.827768
-104.46239,65.62975
-149.44331,-3.1556103
-110.02478,-16.731144
-116.15283,-95.297356
-15.701943,57.538746
43.907207,-49.720383
62.33322,-9.499443
113.25181,-25.252325
-63.638054,-33.20507
-9.815506,-58.449165
-83.1305,-32.81546
110.91285,-43.315796
-52.32512,26.163166
-119.856346,105.32583
-84.29096,-85.82134
-47.227245,-79.04882
-119.55871,-11.067743
20.170223,11.944182
2.8570538,-6.5560803
100.986755,-53.018017
65.57426,50.448475
-47.227245,-79.04882
2.3081987,-70.0905
92.34251,-98.994644
-47.227245,-79.04882
20.531487,38.610126
115.8536,-33.770515
70.16309,-4.77014
-49.042404,58.75168
58.398525,46.479794
-140.69482,-27.556284
-149.44331,-3.1556103
-37.36647,-71.67772
-47.227245,-79.04882
-11.329905,156.16919
21.861898,-59.730278
128.67735,49.990547
-29.539858,7.7446117
-31.256311,61.940735
-80.31982,-16.452803
-37.200203,-100.846985
36.96217,-5.7145877
-43.325905,-2.1402068
-34.73231,-44.928307
-48.06085,-99.62741
39.981697,-7.117228
-104.10462,-26.82461
-1.2287977,-79.779724
95.44048,62.379993
-7.284153,47.15081
-47.227245,-79.04882
-83.1305,-32.81546
-123.685844,-62.556477
69.93208,50.823303
-72.06335,-31.528152
81.817635,24.308052
-99.03425,-18.81716
61.567192,-29.720255
45.3114,60.411793
-46.69453,-109.859665
37.688927,58.003284
27.097858,-100.62087
-11.154528,84.02636
43.221027,-0.369083
-143.65826,-50.02586
-18.365934,48.014164
-1.2287977,-79.779724
-2.929959,83.51187
52.23092,-51.9889
4.0510697,77.67115
-16.353088,76.047646
-24.780224,81.31458
-77.81258,-117.63217
-23.499166,49.415703
69.93208,50.823303
-91.442825,55.411575
-1.2287977,-79.779724
1.1593207,53.120594
-31.12277,35.5694
-81.312546,0.16310626
30.909805,-31.279537
-116.04425,75.14998
-37.200203,-100.846985
26.364317,-136.32268
31.942852,-106.713646
-150.78067,36.8105
-47.227245,-79.04882
-5.019095,101.31983
6.8178654,-55.915535
-105.39899,-72.42031
-40.84429,-131.9081
63.508007,-70.787704
-139.08174,-77.295525
-92.57347,-94.84661
65.859764,39.47549
-106.30944,-23.406446
-99.48925,-36.104893
71.85143,-42.140175
48.97723,-35.783295
-48.06085,-99.62741
-104.46239,65.62975
74.12477,48.584312
-149.44331,-3.1556103
-80.79686,30.69903
-37.200203,-100.846985
-15.551537,109.80919
-18.891924,34.60134
-142.67465,18.498104
47.691864,1.4837066
2.267289,79.85468
-10.436653,-58.338387
-92.57347,-94.84661
-9.34977,56.14198
66.3947,47.400166
14.83036,-117.16967
-37.36647,-71.67772
92.34336,-98.99553
-16.09237,79.260666
-30.442305,-153.83241
-37.200203,-100.846985
-37.36647,-71.67772
64.55142,50.718704
-47.227245,-79.04882
-3.6232076,-111.27037
-101.53251,13.059664
-149.44331,-3.1556103
-67.37122,116.16123
6.8178654,-55.915535
-74.871605,-61.261295
-87.711,73.11034
-23.499193,49.417454
-48.86739,-25.59414
-105.470375,43.797153
99.230995,-70.547005
36.829945,2.7447257
-82.24405,88.40446
-19.261871,-126.735115
-69.80545,-16.938923
-149.44331,-3.1556103
-30.87935,-116.87053
-1.2287977,-79.779724
-34.808514,46.258472
-66.67072,10.514502
93.25534,-46.15049
79.990204,-31.37406
63.777225,34.396885
-20.864307,30.200764
-85.37628,90.79899
-56.140003,-62.092346
-50.31408,85.732956
-57.346275,-32.15437
45.467445,51.894928
-40.84431,-131.90816
-3.5580738,31.412418
-43.325905,-2.1402068
-92.57347,-94.84661
-142.67465,18.498104
-83.24409,20.80733
-19.424845,58.40627
-67.26343,-2.0971663
-22.852987,52.153683
50.182888,65.261696
-105.39899,-72.42031
83.98379,-10.025085
-56.140003,-62.092346
-9.583587,64.244965
-104.16689,65.18456
-55.400024,-37.49085
-30.87935,-116.87053
56.904198,20.892368
-104.10462,-26.82461
-71.03663,13.546477
-28.25833,121.42816
-149.44331,-3.1556103
-63.63766,-33.20477
25.269205,-44.81209
-83.1305,-32.81546
4.363743,-152.41408
-85.127754,3.1940563
33.43325,-50.44078
-94.23357,21.541777
-78.9311,60.81895
-93.59074,32.670803
-40.84427,-131.90805
15.987806,28.972391
113.70558,-46.908905
-78.47184,15.9831505
-33.470318,-85.17471
-69.629425,-5.2324595
-53.600513,-72.16932
54.408455,-14.554923
-109.452965,-16.54806
-107.63383,-24.353983
6.8178654,-55.915535
-30.87935,-116.87053
-104.16538,65.97081
-142.67465,18.498104
40.761574,36.61209
-109.89471,17.424257
-70.07381,6.268124
76.059105,-69.36657
35.23579,89.10969
-120.505295,-40.40777
17.857983,86.87481
-9.34977,56.14198
-37.200203,-100.846985
-116.04425,75.14998
-47.227245,-79.04882
-3.3283246,91.25638
97.15468,-111.19334
-61.630314,50.307964
101.601715,-24.338093
-66.670845,10.514566
-31.12277,35.5694
-20.241793,-47.919468
-43.895443,-51.834553
-85.37628,90.79899
18.487991,91.13899
37.275993,-72.68352
21.624508,58.45232
-77.81258,-117.63217
-47.227245,-79.04882
-40.257927,-17.741402
-48.06085,-99.62741
-66.670845,10.514566
-83.1305,-32.81546
-40.257927,-17.741402
61.10076,84.501495
71.601364,46.906414
76.62248,96.52885
97.12299,0.96170163
8.554978,-97.41177
56.95447,-29.101484
-5.011959,-47.440105
11.994839,-31.83523
64.75268,44.97813
-73.1535,21.29098
28.440628,-85.652336
-85.754776,81.21273
-69.21694,-49.668938
59.421818,47.778458
-105.34602,90.40029
-99.03425,-18.81716
-56.140003,-62.092346
-47.227245,-79.04882
-19.623276,127.02835
143.53096,19.688288
72.489525,-7.593439
-93.59074,32.670803
21.01551,46.714733
-92.94445,-76.51267
53.214252,141.38284
2.8570538,-6.5560803
-93.59074,32.670803
-1.2287977,-79.779724
89.33375,-26.504993
10.473258,10.800184
-17.574348,81.85475
25.313948,-27.704683
-116.08581,-25.827768
-61.85525,-12.750089
-105.470375,43.797153
61.37627,-17.060802
-11.623615,72.86354
24.125181,49.04246
34.11881,104.41943
-105.39899,-72.42031
-102.67383,2.880658
-107.65269,-41.094025
-76.72419,-1.1473594
-149.44331,-3.1556103
-95.390396,-55.09723
-35.923508,-99.790405
-35.923508,-99.790405
56.718094,33.710804
-83.1305,-32.81546
-43.325905,-2.1402068
-110.02478,-16.731144
-105.470375,43.797153
-56.140003,-62.092346
-20.95808,97.7564
-10.574073,-31.050661
-105.470375,43.797153
-62.919952,-141.71155
-5.011959,-47.440105
-23.86531,-74.02634
108.59618,24.55951
38.57391,10.7617235
-77.81258,-117.63217
53.762314,-49.708954
-78.05183,8.973779
-54.52411,-7.129446
42.65045,-4.3754334
-29.539858,7.7446117
-29.539858,7.7446117
-46.321648,-109.63495
55.86556,88.226494
3.719879,72.92263
-57.780125,-116.26911
-13.189905,57.55161
-1.328313,-83.09049
46.04105,-74.68605
-79.11157,3.2864418
-101.53251,13.059664
-34.56231,153.50748
30.236683,113.54817
71.686066,-111.19034
-23.86531,-74.02634
-73.01466,36.21643
-117.024185,-17.55488
-120.505295,-40.40777
64.72238,-2.4286044
52.840294,15.476659
-56.140003,-62.092346
101.304726,-76.81234
55.86035,-14.669207
24.395287,-1.2899067
-56.140003,-62.092346
-5.6072264,-94.90585
-104.29998,-7.8030334
-39.250683,67.28045
-93.01995,64.89452
-64.93779,-24.626293
62.45074,50.079086
-79.5492,-7.6427298
-143.65826,-50.02586
-50.361504,-56.54364
-119.55871,-11.067743
58.653408,-44.33517
45.277653,-17.530401
-54.117756,44.279663
67.1877,-14.6569395
31.942852,-106.713646
-3.7568455,44.105255
-19.615421,76.760124
113.33009,-43.67189
-30.87935,-116.87053
2.8326983,37.749958
-74.871605,-61.261295
-70.07381,6.268124
-57.547276,-92.40755
45.282364,-17.529
-5.011959,-47.440105
57.76217,46.341328
24.395287,-1.2899067
-69.21692,-49.668934
-56.140003,-62.092346
-74.35288,-81.73288
61.253815,-80.30425
-105.49447,102.75208
69.13764,40.37047
39.521896,-38.44835
-105.470375,43.797153
-1.328313,-83.09049
-56.140003,-62.092346
57.400154,44.11007
-79.5492,-7.6427298
-109.4498,-16.61492
-29.539858,7.7446117
-109.452965,-16.54806
34.344406,-49.749584
-11.74668,57.038036
42.89773,-14.308322
-24.780224,81.31458
23.461973,12.786876
-45.819515,-76.21578
-60.559998,-79.236984
-35.923508,-99.790405
44.41594,-36.914337
28.472092,82.694435
6.795225,95.9673
-42.483017,-31.727266
-59.722477,13.609659
-108.12066,-27.38471
56.61157,26.20496
-35.923508,-99.790405
-9.34977,56.14198
65.565315,-17.299494
6.8178654,-55.915535
11.994839,-31.83523
71.601364,46.906414
80.26956,14.429001
-65.96803,51.19139
35.178482,-114.8614
-43.325905,-2.1402068
2.8570538,-6.5560803
-121.90924,43.781784
-60.559998,-79.236984
-43.03158,13.467826
-99.48925,-36.104893
107.22863,-1.2740238
-14.265562,58.09366
-17.574436,81.854965
50.158127,-40.83488
50.811928,-15.366823
97.15468,-111.19334
-69.21692,-49.668934
-143.65826,-50.02586
38.14089,118.599945
70.3126,50.00597
67.85342,-107.061714
118.12203,89.42574
36.739906,-73.04414
62.662888,-30.43998
34.164143,33.56361
69.37601,133.61937
-53.594612,-72.164635
-46.15709,64.07115
-35.923508,-99.790405
90.2204,-8.369597
10.473258,10.800184
-77.23345,-25.259789
66.02344,45.496944
42.09811,-61.017876
51.366055,-30.14297
54.361725,41.26013
-143.65826,-50.02586
-99.48925,-36.104893
-64.93779,-24.626293
4.4021406,76.52269
-61.85525,-12.750089
-149.44331,-3.1556103
-150.78067,36.8105
-57.780125,-116.26911
-8.573513,108.05499
107.25609,61.486496
36.795494,36.78373
-80.624794,8.475962
48.19648,-56.92548
-83.1305,-32.81546
-82.31963,-102.83329
82.03181,26.65948
6.8178654,-55.915535
-116.08581,-25.827768
-73.1535,21.29098
-57.700363,-49.599724
5.9297295,34.629677
-35.923508,-99.790405
-83.1305,-32.81546
53.441692,-2.8990753
-62.975494,85.75299
0.29940987,75.782265
-45.819515,-76.21578
-40.257927,-17.741402
-83.55307,-49.877796
18.311432,-88.20139
-84.16131,44.627262
-77.81258,-117.63217
51.137215,46.692715
-121.90924,43.781784
-40.84427,-131.90805
-150.78067,36.8105
-45.819515,-76.21578
-121.90924,43.781784
-68.866394,3.5216825
-73.37871,-2.771652
-42.483017,-31.727266
-31.12277,35.5694
-35.923508,-99.790405
-77.81258,-117.63217
-140.69482,-27.556284
64.75212,44.9778
-52.967087,-27.455832
59.463696,-13.784361
65.99111,-38.29142
-10.005463,12.8678
35.286697,8.841509
-47.227245,-79.04882
-47.227245,-79.04882
10.473258,10.800184
-47.227245,-79.04882
-149.44331,-3.1556103
-149.44331,-3.1556103
-32.40546,51.21494
-35.923508,-99.790405
-104.29998,-7.8030334
-43.03158,13.467826
-66.67072,10.514502
-43.03158,13.467826
-111.186775,7.2411385
93.20712,79.82768
-105.470375,43.797153
-66.670845,10.514566
-11.329905,156.16919
-74.871605,-61.261295
-107.63383,-24.353983
-99.48925,-36.104893
-59.160645,96.78158
64.71181,29.13475
-99.48925,-36.104893
-50.175983,48.407043
56.836967,-6.756627
-109.452965,-16.54806
3.6608691,78.346
-149.44331,-3.1556103
-99.48908,-36.10547
-105.282974,-25.142904
-47.227245,-79.04882
12.814659,79.493004
29.340792,9.477958
-60.559998,-79.236984
-66.34276,-3.0218182
-84.56352,44.614506
-149.44331,-3.1556103
-64.475136,5.9306912
-104.29998,-7.8030334
-34.871944,-102.718285
37.084858,95.88026
-105.49447,102.75208
-77.81258,-117.63217
-76.7318,-43.01317
-104.29998,-7.8030334
-123.685844,-62.556477
68.198875,37.85675
57.074303,-42.337864
-34.808514,46.258472
71.03231,17.658
-150.78067,36.8105
-86.14474,-32.754784
-90.84709,-23.4546
-121.90924,43.781784
116.20091,30.457195
-116.08581,-25.827768
-101.53251,13.059664
-64.475136,5.9306912
-47.227245,-79.04882
-34.871944,-102.718285
-77.214066,67.15626
-150.78067,36.8105
4.314577,75.04675
48.749992,1.2559953
-23.499166,49.415703
-13.758658,57.822594
62.450695,50.079178
-104.89663,-7.934125
-16.605782,75.39125
-66.67072,10.514502
-7.005199,103.83593
68.1128,95.73638
-34.56231,153.50748
67.08729,-72.60482
-25.672392,-61.211433
-34.871944,-102.718285
4.947011,101.17494
-63.638092,-33.20501
56.721413,45.144352
68.13163,81.430115
-99.48925,-36.104893
-17.573576,81.8577
-20.929567,76.6939
-25.713163,84.358894
71.804405,46.802216
86.08246,-61.30774
-73.80132,33.541668
-100.741325,-119.3765
-23.356218,-96.36617
-23.356218,-96.36617
-93.59074,32.670803
55.463223,-98.5451
6.8178654,-55.915535
24.363474,85.67049
-107.65286,-41.094048
-34.871944,-102.718285
-27.189281,22.741924
-99.03425,-18.81716
-21.653847,-11.021172
-64.74437,41.173084
-34.871944,-102.718285
49.22725,57.25905
61.784687,-11.487784
42.322308,88.62109
28.89136,62.117714
81.725006,104.02846
-140.69482,-27.556284
57.87117,-79.311966
35.378227,-50.03015
-10.005463,12.8678
76.62223,96.52741
-149.44331,-3.1556103
97.15468,-111.19334
-34.871944,-102.718285
69.42085,104.87568
-86.14474,-32.754784
-123.685844,-62.556477
115.984245,-37.81401
-73.28902,52.443905
64.43219,-71.3765
-32.410366,-54.954197
-7.000816,26.247377
47.74733,29.410719
-93.34808,-110.37485
116.27885,-32.725594
54.7452,3.4637904
-77.81258,-117.63217
36.934788,-57.075207
40.24859,-5.6256347
-107.65269,-41.094025
29.805433,-11.570057
-7.161453,117.238884
-93.34627,-110.37356
-5.004204,32.501602
6.764706,90.58001
-93.34808,-110.37485
103.00906,22.552101
-34.8086,46.258293
-64.475136,5.9306912
-105.470375,43.797153
46.88765,20.798662
-26.299511,44.57904
-101.53251,13.059664
-93.34627,-110.37356
72.924355,49.42136
-99.03425,-18.81716
-47.227245,-79.04882
-85.75585,81.21452
75.50768,28.96281
94.96291,38.301586
-2.9298933,83.51141
4.4018974,76.52333
-21.796646,154.80627
-47.227245,-79.04882
-10.005463,12.8678
-66.670845,10.514566
58.906788,-27.280397
-116.08581,-25.827768
-105.39899,-72.42031
57.589207,23.040745
38.454803,61.12107
-16.09237,79.260666
-51.395603,36.009636
-77.16454,13.457823
-34.871944,-102.718285
-65.1765,145.9216
-51.180756,98.03875
-63.65587,-41.303394
-38.233456,25.376125
-149.44331,-3.1556103
-64.47423,5.930688
-93.20856,-96.04094
53.33714,-21.807634
-102.67383,2.880658
-150.78067,36.8105
27.427105,122.55857
-47.227245,-79.04882
-149.44331,-3.1556103
92.712524,-9.442189
-74.871605,-61.261295
-10.574073,-31.050661
-116.08581,-25.827768
-11.51532,46.921535
-100.741325,-119.3765
-95.52763,-29.47726
39.415005,3.8967452
-101.53251,13.059664
-5.011959,-47.440105
2.3081987,-70.0905
-47.227245,-79.04882
37.579803,-39.46867
-128.96341,88.48035
-10.866714,-72.66462
83.07193,66.46364
-77.81258,-117.63217
98.600204,-37.963993
-84.6596,12.639237
-84.66174,12.63928
-63.65587,-41.303394
-40.257927,-17.741402
-123.685844,-62.556477
-46.89498,-109.33658
-104.29998,-7.8030334
-101.53251,13.059664
-34.871944,-102.718285
-105.470375,43.797153
27.382967,-17.663733
83.62795,21.245892
-120.505295,-40.40777
99.68342,-71.80538
-105.010994,-25.567083
-92.57347,-94.84661
-89.26061,-40.69441
-63.637882,-33.20498
-53.359566,28.921785
43.960705,63.00321
102.2724,2.1235094
-5.6072264,-94.90585
-106.06171,43.609085
46.05182,21.232738
-77.81258,-117.63217
-107.65286,-41.094048
-77.81258,-117.63217
-42.483017,-31.727266
-149.44331,-3.1556103
-42.483017,-31.727266
-57.89632,-92.34742
49.257153,-11.873774
-30.442305,-153.83241
-84.56352,44.614506
17.769327,-88.44952
-43.03158,13.467826
-16.68882,75.187645
15.233078,43.052406
-40.257927,-17.741402
-47.227245,-79.04882
-18.53225,76.33339
-95.52763,-29.47726
-9.995768,-136.86581
62.099457,-27.07219
-10.005463,12.8678
-31.12277,35.5694
6.8178654,-55.915535
70.19259,133.27373
4.05118,77.67498
-47.227245,-79.04882
-86.14474,-32.754784
92.86182,7.039906
-94.23357,21.541777
-34.73231,-44.928307
38.18463,118.871086
62.272915,66.61643
-68.225975,-101.42761
44.41594,-36.914337
-15.781437,58.771008
-57.060783,38.932796
-66.0504,-90.57034
28.440628,-85.652336
-71.901535,-37.19839
72.34813,-38.435455
-90.846985,-23.4545
-101.874275,-27.11437
26.6266,-18.25513
10.473258,10.800184
57.96158,61.840622
-4.954125,127.35353
-86.14474,-32.754784
-5.6072264,-94.90585
-23.86531,-74.02634
67.8203,-7.655989
-13.653039,25.314703
61.51314,-11.572177
-10.574073,-31.050661
-94.5543,-0.9273829
-1.328313,-83.09049
-52.483757,49.76853
-83.24409,20.80733
108.99055,28.509716
-46.894936,-109.336105
102.29081,15.190759
-5.385208,72.19501
-15.770028,57.01592
45.69644,-80.047516
-40.84431,-131.90816
-47.227245,-79.04882
-20.241793,-47.919468
-86.14474,-32.754784
-78.044365,49.129555
-130.91696,-12.080796
91.84062,-62.731377
-116.08581,-25.827768
12.814659,79.493004
-86.14474,-32.754784
-104.89663,-7.934125
-110.02478,-16.731144
-86.14474,-32.754784
102.22076,-51.826267
-77.23345,-25.259789
-63.65587,-41.303394
25.755909,99.22065
-101.53251,13.059664
35.178482,-114.8614
-93.01995,64.89452
-40.257927,-17.741402
-63.637882,-33.20498
-27.189281,22.741924
-86.411705,105.47655
-149.44331,-3.1556103
-34.871944,-102.718285
105.64573,-67.35309
-23.86531,-74.02634
54.354603,-15.396476
2.8570538,-6.5560803
-34.35877,59.64883
-43.325905,-2.1402068
14.281197,-117.226456
59.42144,47.777702
-149.44331,-3.1556103
-69.261856,-35.63128
-29.539858,7.7446117
-46.89498,-109.33658
-116.08581,-25.827768
-69.805565,-16.938704
-73.93619,-14.169915
-47.119133,-53.309742
-104.29998,-7.8030334
-60.559998,-79.236984
-95.52763,-29.47726
-43.03158,13.467826
-76.7318,-43.01317
50.770657,4.815781
95.22609,-8.823728
42.617092,16.641426
-5.6072264,-94.90585
40.675533,-41.867012
-11.623615,72.86354
-150.78067,36.8105
4.6768837,69.61209
-20.241793,-47.919468
-10.427905,43.23914
77.52457,-13.262928
-149.44331,-3.1556103
40.249016,-5.6255026
56.44449,31.082394
-71.431076,13.248772
-23.86531,-74.02634
30.736109,-55.06651
-105.470375,43.797153
-77.81258,-117.63217
-1.328313,-83.09049
-107.39244,-23.264616
-99.03425,-18.81716
51.19016,-20.87988
-102.53015,54.300167
-110.02478,-16.731144
-46.89498,-109.33658
78.35544,-15.82843
128.67735,49.990547
-95.5272,-29.477144
-69.21705,-49.669144
-120.505295,-40.40777
-120.505295,-40.40777
-107.583145,-30.273083
-50.30033,27.226734
-5.6072264,-94.90585
53.309692,-8.904076
28.798042,-38.74336
-50.634827,23.190796
69.32779,73.53075
-43.325905,-2.1402068
-33.746105,56.799896
-47.144653,59.87381
-111.18689,7.2411346
-82.31963,-102.83329
-49.2735,56.76037
5.9210773,62.557663
28.766783,-68.58961
-149.44331,-3.1556103
-37.36647,-71.67772
-66.670845,10.514566
-60.63531,74.93829
61.15159,-80.425896
-23.486631,49.354706
-46.89498,-109.33658
-127.65745,3.2100048
84.219925,-66.86037
36.262394,9.570149
-13.339768,122.87708
58.05788,46.595085
-77.81258,-117.63217
-77.81258,-117.63217
-104.29998,-7.8030334
-69.21692,-49.668934
95.953674,60.457886
-21.653847,-11.021172
-56.26922,2.016645
50.90117,-1.3952752
-15.881598,-86.88057
-5.6072264,-94.90585
-150.78067,36.8105
-47.227245,-79.04882
-48.80223,-43.831657
-125.05464,29.491302
-103.85451,65.628174
45.69644,-80.047516
-86.14474,-32.754784
-86.14474,-32.754784
72.83703,30.604038
-15.981669,77.33126
-93.59074,32.670803
-104.29998,-7.8030334
-38.929493,53.189632
31.438503,-62.941116
12.840724,-108.7726
91.22384,-5.517244
-140.69482,-27.556284
54.874634,27.993073
73.336784,-51.328285
24.089724,73.6123
-116.04425,75.14998
-43.03158,13.467826
-51.688038,9.234725
95.49305,-61.576283
-44.82872,-122.18095
-42.483017,-31.727266
4.676965,69.61234
45.135708,-4.326165
-105.39899,-72.42031
-150.78067,36.8105
-73.802734,33.540405
73.35257,-94.1608
-42.483017,-31.727266
-34.73231,-44.928307
59.95666,37.478405
-90.84709,-23.4546
73.667625,48.925785
-86.14474,-32.754784
-29.539858,7.7446117
-104.89663,-7.934125
89.94853,-26.355852
-34.871944,-102.718285
-119.55871,-11.067743
37.769573,47.383194
-110.02478,-16.731144
112.851234,38.358494
-123.788025,-81.41113
-80.58371,31.203152
-149.44331,-3.1556103
-56.050858,1.688803
-88.93977,8.297384
-56.140003,-62.092346
62.451385,50.078835
-38.233456,25.376125
35.870365,89.0752
-103.85451,65.628174
-93.34808,-110.37485
-58.345398,-116.098015
-150.78067,36.8105
-93.01995,64.89452
-143.65826,-50.02586
-5.6072264,-94.90585
-37.283,67.40961
37.4299,-57.07139
2.3081987,-70.0905
-69.21694,-49.66869
-1.328313,-83.09049
-71.44223,13.619081
-23.356218,-96.36617
-4.50434,80.746735
-82.31963,-102.83329
-86.14474,-32.754784
-107.65286,-41.094048
-59.02162,97.08442
-103.207184,-28.3344
-34.871944,-102.718285
-17.573576,81.8577
-82.27644,117.67113
-71.93805,-134.42812
-73.9426,34.04808
-5.011959,-47.440105
72.75053,87.27855
63.729298,-17.29528
-37.36647,-71.67772
63.232826,50.94539
6.8178654,-55.915535
-11.663972,61.99252
-106.06171,43.609085
-20.241793,-47.919468
-6.436386,78.897736
-46.89498,-109.33658
-106.06171,43.609085
61.785095,49.470406
52.478764,-67.18596
71.70735,37.163513
6.8178654,-55.915535
45.619778,51.96444
74.83339,-47.42492
24.395287,-1.2899067
-34.871944,-102.718285
-72.93083,40.743458
-107.65269,-41.094025
-34.871944,-102.718285
-103.0291,54.29398
49.138176,-56.025547
145.375,-16.565464
-93.20636,77.74911
40.872627,4.635863
67.19694,-44.296165
-61.85525,-12.750089
89.50741,-27.803774
28.337946,62.778526
-30.87935,-116.87053
-39.24101,124.90589
39.263298,2.4434118
-34.871944,-102.718285
-101.874275,-27.11437
-17.573576,81.8577
9.347389,134.86185
-21.653847,-11.021172
59.209244,-14.902254
-101.53251,13.059664
-82.31963,-102.83329
45.280563,-17.528801
42.390724,-49.066948
14.2791605,-116.77883
70.29847,-86.00936
74.31628,48.450466
-43.92092,62.74788
-81.882774,14.173754
40.333134,54.496593
-92.035515,129.74509
35.96424,-57.143448
-11.394512,-126.02258
59.42128,-66.99765
11.994839,-31.83523
-56.050858,1.688803
-114.29297,24.909004
31.420084,-38.82787
63.45767,-3.5950181
-99.03425,-18.81716
-23.499166,49.415703
-119.55871,-11.067743
29.17248,88.95618
-39.482323,-103.22943
-34.808624,46.25796
-1.328313,-83.09049
30.073748,-40.6209
29.009066,-32.118298
11.462033,30.839045
32.80618,-40.47746
-117.022804,-17.554811
51.83219,-84.83382
-20.929567,76.6939
47.790543,102.520706
72.77521,56.854687
70.79339,90.18487
59.31053,36.21682
-60.559998,-79.236984
-104.46239,65.62975
-59.02162,97.08442
-34.71777,137.82928
-90.846985,-23.4545
-23.49938,49.418335
-116.15283,-95.297356
-34.871944,-102.718285
-82.31963,-102.83329
61.78354,49.470306
-124.71001,-21.3755
75.006226,72.867966
-52.483006,49.76781
29.8055,-11.569927
64.4082,29.722986
91.48073,-51.752983
38.296215,3.404206
59.46478,-40.338413
-17.573479,81.85747
-90.84709,-23.4546
92.8438,-1.8182397
-86.14474,-32.754784
5.7578506,49.63173
54.239864,-14.210419
-64.93779,-24.626293
86.74231,0.85253245
-123.685844,-62.556477
-23.356218,-96.36617
-93.59074,32.670803
-77.81258,-117.63217
-104.92811,-7.6730556
-1.0254556,40.258183
2.2479022,155.62788
-10.574073,-31.050661
-17.573479,81.85747
-40.257927,-17.741402
-37.36647,-71.67772
41.33681,-50.03341
49.22725,57.25905
-34.871944,-102.718285
63.410328,-109.6978
12.546523,114.32492
-47.227245,-79.04882
24.395287,-1.2899067
-119.856346,105.32583
114.29613,24.079018
4.6769795,69.612595
136.41847,10.283439
101.53464,-29.052725
119.58083,2.5233374
120.80286,-30.528564
-20.241793,-47.919468
-10.574073,-31.050661
-123.685844,-62.556477
-96.05349,49.667316
-74.63213,-94.506424
24.089724,73.6123
2.3081987,-70.0905
46.04005,-74.68599
-47.227245,-79.04882
78.571236,-36.766514
74.59013,-42.18677
-64.93779,-24.626293
-105.49447,102.75208
-31.12277,35.5694
25.780256,24.10072
-1.328313,-83.09049
7.360785,-123.562584
74.55413,-46.188847
20.319523,34.6436
16.078146,17.368187
-36.216427,-142.42503
-38.233456,25.376125
-55.371227,52.653866
-17.573479,81.85747
-150.78067,36.8105
87.39488,-31.009127
-47.227245,-79.04882
-1.328313,-83.09049
-100.741325,-119.3765
-1.328313,-83.09049
-104.466125,31.15076
-72.45099,-31.535545
-105.470375,43.797153
53.616783,-49.949894
6.8178654,-55.915535
-46.89498,-109.33658
-105.010994,-25.567083
0.1738378,53.0392
44.034405,-47.31534
-110.02478,-16.731144
54.147026,-29.93564
-143.65826,-50.02586
-69.1552,38.062664
-10.005463,12.8678
8.988896,35.173847
-34.871944,-102.718285
99.59803,-5.8059535
34.050255,-8.251097
-83.55307,-49.877796
-80.624794,8.475962
-149.44331,-3.1556103
-77.81258,-117.63217
-15.3416195,57.1882
-99.03425,-18.81716
9.787077,43.99387
-27.475018,-127.20329
51.82387,-43.56758
47.790543,102.520706
-98.18697,-86.38331
-71.61607,82.13608
-40.257927,-17.741402
-10.005463,12.8678
