tsne_dimension_1,tsne_dimension_2
11.236841,-30.718801
-77.81258,-117.63217
-61.874264,36.062595
-33.547844,-44.282093
10.614483,56.410778
-74.28316,-81.51704
-46.372986,133.97902
-32.524574,-84.19021
-33.547844,-44.282093
6.3178477,73.83559
-69.72006,46.20048
-9.78359,-29.907944
2.2540343,-7.7939467
-74.86715,-81.1246
-66.6401,26.130438
-123.685844,-62.556477
-1.3628786,98.521255
-149.44331,-3.1556103
-41.78743,12.943133
2.0717268,-68.75157
-73.29407,52.445297
-55.370636,52.6522
-42.355038,-1.243744
81.22626,-12.176923
-80.05894,-17.031116
55.202343,109.889404
17.601795,-129.22366
-32.22969,-116.846954
-68.866684,3.5217242
40.454113,100.8327
-127.65745,3.2100048
-84.56352,44.614506
-24.82794,83.352776
-82.31963,-102.83329
-98.283615,-85.752525
-136.00856,72.04219
-73.67769,129.53319
9.347389,134.86185
-150.78067,36.8105
-73.67769,129.53319
-103.1817,2.950936
-114.25468,24.357332
4.946498,101.17829
-9.970462,-151.41714
35.12605,133.9306
-39.25119,67.28112
-41.27468,-31.117023
5.4075522,48.66655
11.236841,-30.718801
-73.67769,129.53319
-59.62116,96.54638
16.94735,-72.87847
-3.9767468,-46.41008
-20.311983,-10.871384
-101.92257,-62.685703
-16.335152,64.36083
-0.2537863,106.83502
55.202343,109.889404
-82.31963,-102.83329
-92.10655,-95.26659
2.0717268,-68.75157
-78.148026,-7.9063087
0.961147,-106.85828
-41.27468,-31.117023
-23.114342,71.313324
-24.556786,-60.436325
-111.1864,7.241154
-69.269775,-35.632866
-73.44885,93.69314
-10.0927,11.50264
-25.945913,22.091898
-77.81258,-117.63217
-74.86715,-81.1246
-10.0927,11.50264
-104.240746,30.559153
-149.44331,-3.1556103
-3.83262,-46.595036
-115.974785,57.858948
-32.22969,-116.846954
-42.355038,-1.243744
9.88132,9.486223
-60.320545,-77.90903
-20.706064,61.759342
-55.453583,-60.919884
-34.56231,153.50748
-39.117146,52.58388
-98.18697,-86.38331
-10.0927,11.50264
6.7939262,95.96979
-100.741325,-119.3765
-18.893185,-47.854347
-78.23147,-7.4920897
-74.28316,-81.51704
-123.685844,-62.556477
4.946498,101.17829
-119.407074,17.965736
2.2479022,155.62788
7.2703156,-54.553215
-55.453583,-60.919884
-57.695805,43.452034
-64.00182,-4.929841
44.03645,112.999245
-98.283615,-85.752525
-84.56352,44.614506
-71.83184,81.92
-20.311983,-10.871384
7.2703156,-54.553215
2.2540343,-7.7939467
-93.38779,78.06305
2.0717268,-68.75157
-60.9636,-11.67785
-56.75162,36.906036
-20.311983,-10.871384
-140.69482,-27.556284
-23.725065,113.272644
14.539176,84.71386
-116.15283,-95.297356
-10.0927,11.50264
-20.311983,-10.871384
-121.90924,43.781784
-92.10655,-95.26659
-16.99485,-10.26565
-59.02162,97.08442
25.779951,24.100552
-92.10655,-95.26659
-16.087143,68.693985
-3.9196546,38.104046
-59.73882,-78.16578
-103.1817,2.950936
93.9246,21.598774
-19.426548,70.62086
-73.67769,129.53319
-15.222706,-85.69221
-73.292816,52.44465
-105.49447,102.75208
-80.05894,-17.031116
-100.741325,-119.3765
2.0717268,-68.75157
-25.751747,83.005356
-30.19453,34.559982
-92.10655,-95.26659
-149.44331,-3.1556103
2.0717268,-68.75157
-41.27468,-31.117023
-36.588005,-70.55118
-90.73007,-10.972694
-20.311983,-10.871384
-98.283615,-85.752525
37.08428,95.87977
12.648932,96.92765
-69.32954,-87.5864
-78.36903,-8.227152
-93.49894,-0.092239775
-149.44331,-3.1556103
-31.149496,93.34483
-34.71777,137.82928
-8.515946,31.969492
-86.411705,105.47655
-70.07303,6.268256
-120.505295,-40.40777
-93.082245,65.57841
-90.73007,-10.972694
-74.28316,-81.51704
-149.44331,-3.1556103
-41.27468,-31.117023
-2.2078476,82.48229
-28.197145,7.621054
-10.0927,11.50264
-62.73218,86.128174
-53.35475,24.90186
-25.191574,83.096245
-73.44885,93.69314
2.2540343,-7.7939467
-150.78067,36.8105
-70.98703,29.247526
-45.34968,33.16223
-105.34602,90.40029
-25.797836,22.635668
-32.647728,65.920265
-52.483757,49.76853
-33.05464,-83.86909
27.929483,-110.91405
-20.311983,-10.871384
-21.711233,62.008892
-20.311983,-10.871384
-16.08804,68.69274
-67.56284,-71.1266
-123.685844,-62.556477
-32.273647,108.857155
-25.191574,83.096245
-84.88327,-85.90982
-63.60317,-24.32014
-92.10655,-95.26659
-41.78743,12.943133
-116.04425,75.14998
-1.2748129,-130.28876
-30.19453,34.559982
-41.78743,12.943133
-30.71373,34.259262
-64.00176,-4.929711
-9.78359,-29.907944
-100.741325,-119.3765
-121.90924,43.781784
-105.34602,90.40029
-20.590706,144.93349
-95.23145,43.77936
-55.370293,52.65555
7.2703156,-54.553215
-55.453583,-60.919884
4.314577,75.04675
-99.10363,-17.46803
-55.399918,-37.49074
-100.741325,-119.3765
-28.197145,7.621054
-4.4781857,126.80436
-127.65745,3.2100048
7.2703156,-54.553215
-84.88327,-85.90982
6.9125276,57.75102
34.081787,74.148605
-19.623276,127.02835
-23.725065,113.272644
-30.71373,34.259262
47.790543,102.520706
-62.975494,85.75299
21.252522,65.658554
-8.57119,55.551056
-92.10655,-95.26659
-34.808533,46.258465
-60.9636,-11.67785
-23.87941,58.76767
-25.191574,83.096245
-111.02799,-82.42034
0.96122104,-106.85843
-42.355038,-1.243744
34.11881,104.41943
-7.0070148,103.836136
-143.65826,-50.02586
-98.48484,-17.586126
-115.974785,57.858948
-25.945913,22.091898
-80.05894,-17.031116
-3.3283246,91.25638
-36.588005,-70.55118
-98.18697,-86.38331
-60.320545,-77.90903
-39.88347,-58.63162
2.2540343,-7.7939467
-84.16131,44.627262
-78.23147,-7.4920897
-9.78359,-29.907944
-62.313858,-41.27031
-140.69482,-27.556284
-20.311983,-10.871384
-54.1176,44.27965
-104.240746,30.559153
-94.23357,21.541777
-6.8535986,63.960735
-23.131777,-95.00666
-65.1765,145.9216
21.069286,-58.525227
-84.88327,-85.90982
-21.14805,61.919838
-47.68117,-43.079544
59.26487,-140.08737
-35.339134,61.825134
-39.056755,-17.085234
-43.55004,-107.26535
-15.222706,-85.69221
-39.88347,-58.63162
-94.23357,21.541777
-32.489002,-84.24263
-39.88347,-58.63162
-20.311983,-10.871384
-61.873882,36.06286
-100.741325,-119.3765
-92.10655,-95.26659
-67.85913,116.21238
-24.556786,-60.436325
-100.53199,12.171527
-68.53675,-71.020744
-84.58573,-86.59018
-115.974785,57.858948
-25.191574,83.096245
16.94735,-72.87847
7.2703156,-54.553215
-64.00161,-4.92982
47.05493,68.9889
43.878117,-47.44285
111.02776,70.68732
-93.20636,77.74911
-25.797836,22.635668
89.910904,96.12165
-47.68117,-43.079544
33.557247,74.466225
16.94735,-72.87847
-121.90924,43.781784
-115.577736,94.074875
-62.313858,-41.27031
-68.56764,-34.656193
2.2479022,155.62788
-100.741325,-119.3765
-95.46764,86.72987
-95.220276,43.780125
87.195206,63.1914
2.0717268,-68.75157
-104.240746,30.559153
-3.5361946,87.19229
-39.056755,-17.085234
12.648643,96.93404
-77.81258,-117.63217
36.734184,-73.039276
-41.78743,12.943133
-38.906845,-17.584896
-78.23147,-7.4920897
15.465497,-155.94136
-61.874264,36.062595
34.47167,54.491173
-82.27644,117.67113
-77.81258,-117.63217
-93.49894,-0.092239775
-63.871674,-23.765348
13.461395,46.5696
-55.453583,-60.919884
-60.9636,-11.67785
2.2540343,-7.7939467
6.793801,95.96972
-30.71373,34.259262
9.347389,134.86185
21.069286,-58.525227
-38.906845,-17.584896
-34.71777,137.82928
-68.53675,-71.020744
128.67735,49.990547
-116.15283,-95.297356
-123.685844,-62.556477
-81.687325,-102.73797
11.236841,-30.718801
7.2703156,-54.553215
-42.355038,-1.243744
-10.0927,11.50264
18.098026,93.16154
9.88132,9.486223
6.793901,95.96936
-140.69482,-27.556284
-32.627087,108.444016
-4.418171,126.86564
53.561104,50.83889
-18.893185,-47.854347
11.350283,113.69551
-100.741325,-119.3765
-100.741325,-119.3765
-38.929493,53.189632
-15.820984,-85.52154
-23.131777,-95.00666
-4.0403514,85.908806
-12.346077,63.367695
-115.974785,57.858948
-31.102839,52.046524
-68.56764,-34.656193
55.384956,76.49241
-10.0927,11.50264
-142.67465,18.498104
89.85896,23.960451
-4.353436,-46.13337
-127.65745,3.2100048
-3.9767468,-46.41008
-105.39899,-72.42031
-92.10655,-95.26659
-41.27468,-31.117023
-91.35747,97.88462
-55.453583,-60.919884
12.7065,78.891235
15.516607,-13.108269
9.347389,134.86185
2.0717268,-68.75157
-49.37333,124.28427
-36.216427,-142.42503
9.47154,9.766881
-114.12041,-2.7405915
-59.160645,96.78158
-98.18697,-86.38331
-99.10363,-17.46803
-52.247494,-129.2217
-69.805374,-16.939365
-28.197145,7.621054
-55.453583,-60.919884
-30.71373,34.259262
2.2479022,155.62788
-58.647392,12.786461
-31.072033,93.51238
-140.69482,-27.556284
62.82764,-101.324715
-60.63531,74.93829
109.65355,13.248018
-47.68117,-43.079544
11.236841,-30.718801
5.554465,49.05499
-81.687325,-102.73797
24.005445,0.017556475
-116.15283,-95.297356
2.2540343,-7.7939467
16.94735,-72.87847
-27.664476,-127.76349
-92.10655,-95.26659
-47.68117,-43.079544
-33.547844,-44.282093
-120.505295,-40.40777
-140.69482,-27.556284
-120.505295,-40.40777
-94.23357,21.541777
-120.505295,-40.40777
-33.05464,-83.86909
-60.320545,-77.90903
-71.80261,-134.07082
-48.224518,62.678085
34.918575,-115.44231
-28.197145,7.621054
-3.83262,-46.595036
-55.453583,-60.919884
-1.4720731,-81.73265
-123.685844,-62.556477
74.59013,-42.18677
-55.453583,-60.919884
-15.679905,66.3151
-77.81258,-117.63217
-32.22969,-116.846954
-92.10655,-95.26659
-4.353436,-46.13337
36.769104,50.2281
55.41414,67.59484
-32.22969,-116.846954
-10.0927,11.50264
-110.352234,116.74332
-41.78743,12.943133
-73.1535,21.29098
113.339836,71.79366
-83.55307,-49.877796
7.2703156,-54.553215
-93.49894,-0.092239775
-31.574104,65.83375
-35.339134,61.825134
-92.46322,31.928986
-100.17872,38.692368
-98.18697,-86.38331
-42.355038,-1.243744
-98.18697,-86.38331
-119.856346,105.32583
-20.311983,-10.871384
-23.114676,71.31316
-92.10655,-95.26659
-37.515125,61.481865
85.16453,-14.503411
53.170353,-50.732925
28.203972,59.43186
-8.050246,59.008823
-15.820984,-85.52154
36.734184,-73.039276
-6.7662244,62.01818
-24.976463,-60.042755
-20.311983,-10.871384
-44.343414,63.12107
-3.9767468,-46.41008
70.85215,1.8679326
-20.311983,-10.871384
-68.23016,-71.081635
34.918575,-115.44231
-93.20636,77.74911
-21.668798,135.74211
0.44557735,95.39733
-42.355038,-1.243744
-49.50563,25.267971
2.2479022,155.62788
-62.313858,-41.27031
73.352745,-94.16107
-76.72419,-1.1473594
-16.167261,63.001766
-98.48484,-17.586126
61.212685,101.59526
18.23339,68.552246
-23.114256,71.31276
9.347389,134.86185
-41.27468,-31.117023
-14.969883,109.835884
-143.65826,-50.02586
-120.505295,-40.40777
-62.313858,-41.27031
-34.808464,46.25811
-25.751747,83.005356
-28.197145,7.621054
-1.9214559,82.64403
-150.78067,36.8105
112.932625,30.383411
-75.97696,-53.75115
19.492422,63.273354
70.29847,-86.00936
124.467735,26.797598
-24.82794,83.352776
-63.871674,-23.765348
92.34336,-98.99553
-1.3628786,98.521255
-40.12616,75.52205
-0.2537863,106.83502
-32.22969,-116.846954
-10.465338,91.49182
-59.62116,96.54638
-20.311983,-10.871384
11.236841,-30.718801
-63.60317,-24.32014
-4.4573474,93.590004
76.06037,72.92645
-15.820984,-85.52154
-39.056755,-17.085234
24.005445,0.017556475
-9.288164,31.777647
-23.120415,-95.011024
-73.93761,-14.171275
-93.082245,65.57841
55.202343,109.889404
-100.741325,-119.3765
-63.60317,-24.32014
14.281197,-117.226456
81.89603,119.0854
99.790886,46.95305
9.347389,134.86185
-124.40177,-21.75484
34.11405,103.966934
-30.71373,34.259262
55.384956,76.49241
-150.78067,36.8105
-121.90924,43.781784
4.946498,101.17829
25.305971,71.193474
-52.247494,-129.2217
-105.39899,-72.42031
-23.075659,62.11598
-34.71777,137.82928
-55.490242,43.97436
-123.788025,-81.41113
33.62242,103.94144
25.754427,99.21918
24.005445,0.017556475
-93.20636,77.74911
-42.355038,-1.243744
-116.04425,75.14998
-69.72006,46.20048
-91.35747,97.88462
-47.68117,-43.079544
43.19597,-125.216545
-55.370075,52.654175
-55.370075,52.654175
77.10895,63.486565
-102.53015,54.300167
-111.22929,-82.47999
-119.856346,105.32583
-130.91696,-12.080796
-25.751747,83.005356
-4.796557,67.38248
128.67735,49.990547
103.98204,-13.568404
-55.453583,-60.919884
-51.394905,36.005047
-84.98789,-59.314915
-73.44885,93.69314
-32.042736,57.15486
18.098026,93.16154
2.0717268,-68.75157
7.2703156,-54.553215
-106.285385,-106.76623
-9.78359,-29.907944
-92.46322,31.928986
19.314217,123.58495
-30.71373,34.259262
1.1873165,93.490395
-1.4720731,-81.73265
-78.23147,-7.4920897
-25.797836,22.635668
-55.453583,-60.919884
-86.41136,105.47503
-0.2537863,106.83502
-60.320545,-77.90903
-115.577736,94.074875
20.450155,68.45723
-28.197145,7.621054
-104.240746,30.559153
-42.355038,-1.243744
-33.547844,-44.282093
-51.037586,32.357517
92.9267,59.073486
-60.320545,-77.90903
-93.49894,-0.092239775
11.236841,-30.718801
-59.62116,96.54638
-58.647392,12.786461
-20.311983,-10.871384
-10.393839,-136.37033
-75.97699,-53.75134
-53.02351,43.692802
-30.71373,34.259262
24.005445,0.017556475
-18.893185,-47.854347
-38.906845,-17.584896
103.63992,-72.35323
2.2540343,-7.7939467
-121.90924,43.781784
-42.355038,-1.243744
-33.05464,-83.86909
-143.65826,-50.02586
30.349457,-148.64003
-28.197145,7.621054
18.311432,-88.20139
-123.685844,-62.556477
-30.71373,34.259262
-16.920284,42.7427
-58.197506,-115.75724
-116.15283,-95.297356
11.760802,113.23046
-48.06085,-99.62741
-25.797836,22.635668
34.918575,-115.44231
60.673717,126.88465
-127.65745,3.2100048
-9.970462,-151.41714
-57.700363,-49.599724
-92.46322,31.928986
-111.02799,-82.42034
-13.902038,-114.49767
-110.352234,116.74332
-116.04425,75.14998
-149.44331,-3.1556103
2.0717268,-68.75157
-10.0927,11.50264
32.57641,96.31415
-59.73882,-78.16578
-28.401905,7.0215354
-4.418171,126.86564
68.0912,95.71002
37.275993,-72.68352
-23.131777,-95.00666
-100.741325,-119.3765
9.347389,134.86185
-6.795677,96.45665
-25.945913,22.091898
34.28788,55.531754
4.946498,101.17829
-139.08174,-77.295525
-1.4720731,-81.73265
-48.06085,-99.62741
-100.741325,-119.3765
-73.44885,93.69314
-30.929937,71.76682
-64.002266,-4.929694
-70.11357,-11.316751
-30.19453,34.559982
-39.25091,67.280975
9.347389,134.86185
-84.88327,-85.90982
-59.232944,129.94528
-32.273647,108.857155
85.14731,-14.247282
24.005445,0.017556475
-0.8639789,-81.80667
-9.970462,-151.41714
-74.723495,-95.1352
-10.0927,11.50264
60.682182,126.72493
-39.420643,-59.014385
-1.4720731,-81.73265
-28.197145,7.621054
7.2703156,-54.553215
7.4399133,62.55749
-77.81258,-117.63217
116.20259,30.457592
-25.945913,22.091898
-24.476519,-60.591972
-1.4720731,-81.73265
-4.3555884,-46.13587
70.926384,1.1186291
11.236841,-30.718801
-58.197506,-115.75724
-33.05464,-83.86909
-30.19453,34.559982
-74.28316,-81.51704
-40.123398,75.52194
9.88132,9.486223
-77.81258,-117.63217
-20.311983,-10.871384
-49.93673,-57.261284
-116.15283,-95.297356
-127.65745,3.2100048
-103.1817,2.950936
27.427105,122.55857
-62.919952,-141.71155
-104.240746,30.559153
-47.68117,-43.079544
-1.4720731,-81.73265
128.67735,49.990547
-140.69482,-27.556284
80.825485,57.04805
-100.53199,12.171527
-60.320545,-77.90903
6.7754345,-54.48495
7.2703156,-54.553215
-68.868,3.5217757
-78.23147,-7.4920897
-84.16131,44.627262
-86.411705,105.47655
-18.8916,34.60107
-6.226933,-94.782906
42.440968,-95.40899
65.030045,-60.901173
11.200413,76.94404
12.648164,93.938484
-42.355038,-1.243744
71.10278,90.399345
-69.97997,-12.028388
-16.812132,117.120995
40.111122,98.018974
-3.3283246,91.25638
-95.22363,43.780437
-58.197506,-115.75724
-59.02162,97.08442
-50.233734,-143.49106
-70.11357,-11.316751
-9.78359,-29.907944
-83.24409,20.80733
-57.36257,-32.17267
-59.232944,129.94528
-102.033936,-48.344437
34.081787,74.148605
50.632984,85.086815
6.7056956,62.25156
-84.16131,44.627262
-8.400986,89.82807
23.244907,84.76042
-42.355038,-1.243744
0.3853274,-9.250512
2.2540343,-7.7939467
-100.53199,12.171527
-119.856346,105.32583
-60.320545,-77.90903
-52.118504,-55.12586
-73.44885,93.69314
10.252648,37.44288
-38.906845,-17.584896
-18.893185,-47.854347
-49.09557,37.472176
24.005445,0.017556475
-28.197145,7.621054
-104.240746,30.559153
20.039782,-19.932026
-48.06085,-99.62741
-95.15292,-55.66798
-93.082245,65.57841
-16.920193,42.742336
-114.12041,-2.7405915
-130.91696,-12.080796
-100.741325,-119.3765
-136.00856,72.04219
7.2703156,-54.553215
38.1846,118.86783
62.005116,38.52715
-43.980507,116.16998
-111.04869,-82.212425
95.21135,40.55254
128.67735,49.990547
-128.96341,88.48035
-16.148266,52.74492
-9.78359,-29.907944
-57.34509,-32.153522
-32.22969,-116.846954
51.55523,43.93474
10.559562,42.51616
-105.39899,-72.42031
-127.65745,3.2100048
53.353165,-61.322166
-52.118504,-55.12586
59.26487,-140.08737
-59.62116,96.54638
-93.49894,-0.092239775
-4.418171,126.86564
-10.393839,-136.37033
112.932625,30.383411
2.2540343,-7.7939467
113.06533,41.717762
72.72681,35.69684
-20.311983,-10.871384
-86.43771,-2.6080387
-38.233456,25.376125
-0.2537863,106.83502
11.236841,-30.718801
2.0717268,-68.75157
3.717532,72.92094
-11.329905,156.16919
113.33861,71.79404
-70.98703,29.247526
76.922134,58.913326
-55.82312,24.480322
24.08937,73.6123
-121.90924,43.781784
-116.04425,75.14998
-19.611233,67.5013
-10.0927,11.50264
-94.23357,21.541777
-107.6515,-41.0942
-50.17611,48.405586
-39.056755,-17.085234
-15.820984,-85.52154
24.005445,0.017556475
9.88132,9.486223
-95.22363,43.780437
-41.78743,12.943133
-23.725065,113.272644
-39.420643,-59.014385
-43.07371,95.29906
-13.223704,34.731987
-114.12041,-2.7405915
81.89603,119.0854
9.347389,134.86185
-116.04425,75.14998
59.42148,47.77875
-93.49894,-0.092239775
25.754425,99.21931
16.361433,45.265003
-98.18697,-86.38331
25.254759,77.067764
-129.49622,60.893982
-10.465367,91.4878
-33.547844,-44.282093
11.236841,-30.718801
11.376969,81.81396
9.47154,9.766881
-3.3283246,91.25638
88.38997,47.370625
-42.355038,-1.243744
-58.77007,38.615307
19.068153,68.442764
-9.8150625,-58.449455
-77.81258,-117.63217
-23.693459,-72.68657
106.8746,84.66429
89.06607,71.76788
-85.75559,81.21424
-81.687325,-102.73797
9.127566,25.255724
-24.976543,-60.042717
24.005445,0.017556475
-15.678902,66.31422
9.347389,134.86185
13.131907,22.676136
-49.09557,37.472176
-105.34602,90.40029
-5.385208,72.19501
-40.251255,40.58682
22.680544,-22.982292
-149.44331,-3.1556103
-33.547844,-44.282093
-3.9767468,-46.41008
-143.65826,-50.02586
-41.12963,-31.722704
-91.35747,97.88462
-4.353436,-46.13337
-150.78067,36.8105
-92.10655,-95.26659
-60.320545,-77.90903
-24.476519,-60.591972
109.88269,70.23742
-60.615486,-12.1380415
40.454113,100.831764
-48.61071,148.96428
-58.647392,12.786461
-124.71001,-21.3755
-105.49447,102.75208
-136.00856,72.04219
132.1914,70.85816
69.97715,133.69606
27.427105,122.55857
69.37601,133.61937
18.6924,96.82171
38.1846,118.86783
105.575356,43.60858
-91.93728,54.99284
-32.489002,-84.24263
-53.465816,34.85936
-116.15283,-95.297356
-20.81884,59.57414
59.26487,-140.08737
-93.38779,78.06305
-82.27644,117.67113
-0.7832908,75.65766
-77.81258,-117.63217
-8.401308,89.82592
89.20192,26.043844
-25.751747,83.005356
-7.658797,58.753075
-39.88347,-58.63162
-66.0504,-90.57034
-37.11826,-70.34068
-60.615486,-12.1380415
2.2540343,-7.7939467
7.2703156,-54.553215
-123.685844,-62.556477
-73.67769,129.53319
-121.90924,43.781784
-33.547844,-44.282093
10.007999,32.877
-7.000825,26.247272
-11.781331,25.535872
-6.226933,-94.782906
32.950317,51.16176
-5.784558,32.725548
-39.056755,-17.085234
-55.453583,-60.919884
34.918575,-115.44231
11.236841,-30.718801
-28.197145,7.621054
-129.49622,60.893982
-142.67465,18.498104
-58.647392,12.786461
128.67735,49.990547
12.162894,82.981705
-75.51412,-35.717667
109.332375,22.697277
-10.465338,91.49182
-32.22969,-116.846954
-20.311983,-10.871384
-84.88327,-85.90982
-28.401905,7.0215354
-55.371067,52.653072
-40.251255,40.58682
-83.24409,20.80733
-83.24409,20.80733
-75.65371,-0.276983
-115.577736,94.074875
21.069286,-58.525227
-10.0927,11.50264
-67.75689,-0.31206575
14.83036,-117.16967
-75.51599,-35.717648
11.553012,80.90902
-4.954125,127.35353
-111.04869,-82.212425
16.94735,-72.87847
-42.355038,-1.243744
-123.685844,-62.556477
-104.240746,30.559153
18.233753,68.554085
-49.268883,45.15209
-111.02799,-82.42034
-115.577736,94.074875
